File............: cv_3_25cycles - JUL,09.2025
System..........: 
Temperature.....: -0.1+-0.0C
Time............: 11:31:22-11:34:38
Slewrate........: 50mV/s
Comment.........: 
                   
                   
                   
                   
Electr.area/sqcm: 
Reference.......: -0.0800244,  0.3194589 PO/PF -2,-2004
Lines:   816
Columns: 3
Number     Time/s     Potential/V    Current/A 
153       3.636e+01     -0.009863   -6.2839e-06
154       3.660e+01     -0.021843   -9.6649e-06
155       3.684e+01     -0.033863   -1.2462e-05
156       3.708e+01     -0.045842   -1.4404e-05
157       3.732e+01     -0.057862   -1.5280e-05
158       3.756e+01     -0.069842   -1.5401e-05
159       3.780e+01     -0.081861   -1.4872e-05
160       3.804e+01     -0.093881   -1.4130e-05
161       3.828e+01     -0.105901   -1.3492e-05
162       3.852e+01     -0.117880   -1.3086e-05
163       3.876e+01     -0.129900   -1.2973e-05
164       3.900e+01     -0.141880   -1.3223e-05
165       3.924e+01     -0.153899   -1.3663e-05
166       3.948e+01     -0.165879   -1.4296e-05
167       3.972e+01     -0.177899   -1.5076e-05
168       3.996e+01     -0.189878   -1.6107e-05
169       4.020e+01     -0.201898   -1.7313e-05
170       4.044e+01     -0.213918   -1.8810e-05
171       4.068e+01     -0.225897   -2.0489e-05
172       4.092e+01     -0.237917   -2.2496e-05
173       4.116e+01     -0.249937   -2.4715e-05
174       4.140e+01     -0.261916   -2.7288e-05
175       4.164e+01     -0.273936   -3.0249e-05
176       4.188e+01     -0.285916   -3.3547e-05
177       4.212e+01     -0.297935   -3.7259e-05
178       4.236e+01     -0.309915   -4.1352e-05
179       4.260e+01     -0.321935   -4.5867e-05
180       4.284e+01     -0.333914   -5.0706e-05
181       4.308e+01     -0.345934   -5.6120e-05
182       4.332e+01     -0.357954   -6.1828e-05
183       4.356e+01     -0.369933   -6.8001e-05
184       4.380e+01     -0.381953   -7.4479e-05
185       4.404e+01     -0.393973   -8.1201e-05
186       4.428e+01     -0.405952   -8.8255e-05
187       4.452e+01     -0.417972   -9.5341e-05
188       4.476e+01     -0.429952   -1.0264e-04
189       4.500e+01     -0.441971   -1.0983e-04
190       4.524e+01     -0.453951   -1.1691e-04
191       4.548e+01     -0.465971   -1.2374e-04
192       4.572e+01     -0.477950   -1.3017e-04
193       4.596e+01     -0.489970   -1.3621e-04
194       4.620e+01     -0.501990   -1.4161e-04
195       4.644e+01     -0.513969   -1.4639e-04
196       4.668e+01     -0.525989   -1.5041e-04
197       4.692e+01     -0.538009   -1.5370e-04
198       4.716e+01     -0.549988   -1.5628e-04
199       4.740e+01     -0.562008   -1.5805e-04
200       4.764e+01     -0.573988   -1.5900e-04
201       4.788e+01     -0.586007   -1.5921e-04
202       4.812e+01     -0.597987   -1.5878e-04
203       4.836e+01     -0.610007   -1.5771e-04
204       4.860e+01     -0.621986   -1.5603e-04
205       4.884e+01     -0.634006   -1.5393e-04
206       4.908e+01     -0.646026   -1.5142e-04
207       4.932e+01     -0.658045   -1.4845e-04
208       4.956e+01     -0.670025   -1.4525e-04
209       4.980e+01     -0.676654   -1.3715e-04
210       5.004e+01     -0.665952   -1.2178e-04
211       5.028e+01     -0.653932   -1.1109e-04
212       5.052e+01     -0.641953   -1.0233e-04
213       5.076e+01     -0.629933   -9.4788e-05
214       5.100e+01     -0.617953   -8.8088e-05
215       5.124e+01     -0.605934   -8.1987e-05
216       5.148e+01     -0.593954   -7.6355e-05
217       5.172e+01     -0.581934   -7.1090e-05
218       5.196e+01     -0.569955   -6.6244e-05
219       5.220e+01     -0.557935   -6.1641e-05
220       5.244e+01     -0.545955   -5.7324e-05
221       5.268e+01     -0.533936   -5.3113e-05
222       5.292e+01     -0.521916   -4.9163e-05
223       5.316e+01     -0.509896   -4.5425e-05
224       5.340e+01     -0.497917   -4.1887e-05
225       5.364e+01     -0.485897   -3.8532e-05
226       5.388e+01     -0.473917   -3.5256e-05
227       5.412e+01     -0.461898   -3.2250e-05
228       5.436e+01     -0.449918   -2.9338e-05
229       5.460e+01     -0.437898   -2.6642e-05
230       5.484e+01     -0.425919   -2.4103e-05
231       5.508e+01     -0.413899   -2.1685e-05
232       5.532e+01     -0.401879   -1.9495e-05
233       5.556e+01     -0.389900   -1.7380e-05
234       5.580e+01     -0.377880   -1.5447e-05
235       5.604e+01     -0.365860   -1.3639e-05
236       5.628e+01     -0.353881   -1.2017e-05
237       5.652e+01     -0.341861   -1.0468e-05
238       5.676e+01     -0.329881   -9.0892e-06
239       5.700e+01     -0.317862   -7.8649e-06
240       5.724e+01     -0.305882   -6.6558e-06
241       5.748e+01     -0.293862   -5.5728e-06
242       5.772e+01     -0.281882   -4.6275e-06
243       5.796e+01     -0.269863   -3.7548e-06
244       5.820e+01     -0.257843   -3.0020e-06
245       5.844e+01     -0.245864   -2.2849e-06
246       5.868e+01     -0.233844   -1.7052e-06
247       5.892e+01     -0.221824   -1.0215e-06
248       5.916e+01     -0.209845   -5.0501e-07
249       5.940e+01     -0.197825    5.4724e-08
250       5.964e+01     -0.185845    5.3293e-07
251       5.988e+01     -0.173826    9.8552e-07
252       6.012e+01     -0.161846    1.4286e-06
253       6.036e+01     -0.149826    1.9516e-06
254       6.060e+01     -0.137846    2.5162e-06
255       6.084e+01     -0.125827    3.1802e-06
256       6.108e+01     -0.113807    3.9827e-06
257       6.132e+01     -0.101827    5.1202e-06
258       6.156e+01     -0.089808    6.4017e-06
259       6.180e+01     -0.077788    8.0146e-06
260       6.204e+01     -0.065808    1.0049e-05
261       6.228e+01     -0.053789    1.2476e-05
262       6.252e+01     -0.041809    1.5320e-05
263       6.276e+01     -0.029789    1.8430e-05
264       6.300e+01     -0.017810    2.1647e-05
265       6.324e+01     -0.005790    2.4610e-05
266       6.348e+01      0.006190    2.7106e-05
267       6.372e+01      0.018209    2.9183e-05
268       6.396e+01      0.030229    3.0639e-05
269       6.420e+01      0.042248    3.1719e-05
270       6.444e+01      0.054228    3.2701e-05
271       6.468e+01      0.066248    3.3648e-05
272       6.492e+01      0.078228    3.5008e-05
273       6.516e+01      0.090247    3.6714e-05
274       6.540e+01      0.102227    3.8838e-05
275       6.564e+01      0.114247    4.1350e-05
276       6.588e+01      0.126226    4.4240e-05
277       6.612e+01      0.138246    4.7554e-05
278       6.636e+01      0.150226    5.1309e-05
279       6.660e+01      0.162245    5.5468e-05
280       6.684e+01      0.174265    6.0117e-05
281       6.708e+01      0.186285    6.5410e-05
282       6.732e+01      0.198264    7.1270e-05
283       6.756e+01      0.210284    7.7759e-05
284       6.780e+01      0.222264    8.5067e-05
285       6.804e+01      0.234283    9.3226e-05
286       6.828e+01      0.246263    1.0242e-04
287       6.852e+01      0.258283    1.1276e-04
288       6.876e+01      0.270262    1.2439e-04
289       6.900e+01      0.282282    1.3753e-04
290       6.924e+01      0.294262    1.5228e-04
291       6.948e+01      0.306281    1.6867e-04
292       6.972e+01      0.318301    1.8677e-04
293       6.996e+01      0.330321    2.0664e-04
294       7.020e+01      0.342300    2.2824e-04
295       7.044e+01      0.354320    2.5181e-04
296       7.068e+01      0.366300    2.7721e-04
297       7.092e+01      0.378319    3.0467e-04
298       7.116e+01      0.390299    3.3408e-04
299       7.140e+01      0.402319    3.6561e-04
300       7.164e+01      0.414298    3.9912e-04
301       7.188e+01      0.426318    4.3475e-04
302       7.212e+01      0.438338    4.7233e-04
303       7.236e+01      0.450317    5.1170e-04
304       7.260e+01      0.462337    5.5271e-04
305       7.284e+01      0.474357    5.9509e-04
306       7.308e+01      0.486336    6.3836e-04
307       7.332e+01      0.498356    6.8227e-04
308       7.356e+01      0.510336    7.2639e-04
309       7.380e+01      0.517004    7.3935e-04
310       7.404e+01      0.506302    6.6062e-04
311       7.428e+01      0.494283    5.8987e-04
312       7.452e+01      0.482263    5.2969e-04
313       7.476e+01      0.470283    4.7695e-04
314       7.500e+01      0.458264    4.3052e-04
315       7.524e+01      0.446244    3.8907e-04
316       7.548e+01      0.434264    3.5209e-04
317       7.572e+01      0.422245    3.1878e-04
318       7.596e+01      0.410265    2.8887e-04
319       7.620e+01      0.398246    2.6181e-04
320       7.644e+01      0.386266    2.3740e-04
321       7.668e+01      0.374246    2.1523e-04
322       7.692e+01      0.362266    1.9517e-04
323       7.716e+01      0.350247    1.7679e-04
324       7.740e+01      0.338227    1.6018e-04
325       7.764e+01      0.326247    1.4501e-04
326       7.788e+01      0.314228    1.3130e-04
327       7.812e+01      0.302208    1.1873e-04
328       7.836e+01      0.290228    1.0754e-04
329       7.860e+01      0.278209    9.7529e-05
330       7.884e+01      0.266229    8.8529e-05
331       7.908e+01      0.254209    8.0508e-05
332       7.932e+01      0.242230    7.3491e-05
333       7.956e+01      0.230210    6.7098e-05
334       7.980e+01      0.218230    6.1391e-05
335       8.004e+01      0.206211    5.6197e-05
336       8.028e+01      0.194191    5.1429e-05
337       8.052e+01      0.182171    4.7095e-05
338       8.076e+01      0.170192    4.3136e-05
339       8.100e+01      0.158172    3.9466e-05
340       8.124e+01      0.146192    3.6082e-05
341       8.148e+01      0.134173    3.2890e-05
342       8.172e+01      0.122193    2.9949e-05
343       8.196e+01      0.110173    2.7029e-05
344       8.220e+01      0.098194    2.4265e-05
345       8.244e+01      0.086174    2.1527e-05
346       8.268e+01      0.074194    1.8731e-05
347       8.292e+01      0.062175    1.5680e-05
348       8.316e+01      0.050155    1.2403e-05
349       8.340e+01      0.038135    8.9221e-06
350       8.364e+01      0.026156    5.1363e-06
351       8.388e+01      0.014136    1.1895e-06
352       8.412e+01      0.002156   -2.8085e-06
353       8.436e+01     -0.009863   -6.5238e-06
354       8.460e+01     -0.021843   -9.9995e-06
355       8.484e+01     -0.033863   -1.2774e-05
356       8.508e+01     -0.045842   -1.4717e-05
357       8.532e+01     -0.057862   -1.5709e-05
358       8.556e+01     -0.069882   -1.5795e-05
359       8.580e+01     -0.081861   -1.5309e-05
360       8.604e+01     -0.093881   -1.4606e-05
361       8.628e+01     -0.105901   -1.3962e-05
362       8.652e+01     -0.117880   -1.3665e-05
363       8.676e+01     -0.129900   -1.3600e-05
364       8.700e+01     -0.141880   -1.3853e-05
365       8.724e+01     -0.153899   -1.4352e-05
366       8.748e+01     -0.165879   -1.5098e-05
367       8.772e+01     -0.177899   -1.6035e-05
368       8.796e+01     -0.189878   -1.7228e-05
369       8.820e+01     -0.201898   -1.8610e-05
370       8.844e+01     -0.213918   -2.0196e-05
371       8.868e+01     -0.225897   -2.2118e-05
372       8.892e+01     -0.237917   -2.4349e-05
373       8.916e+01     -0.249937   -2.6878e-05
374       8.940e+01     -0.261916   -2.9823e-05
375       8.964e+01     -0.273936   -3.3043e-05
376       8.988e+01     -0.285916   -3.6725e-05
377       9.012e+01     -0.297935   -4.0858e-05
378       9.036e+01     -0.309915   -4.5432e-05
379       9.060e+01     -0.321935   -5.0543e-05
380       9.084e+01     -0.333914   -5.5913e-05
381       9.108e+01     -0.345934   -6.1950e-05
382       9.132e+01     -0.357954   -6.8393e-05
383       9.156e+01     -0.369933   -7.5253e-05
384       9.180e+01     -0.381953   -8.2393e-05
385       9.204e+01     -0.393973   -9.0007e-05
386       9.228e+01     -0.405952   -9.7776e-05
387       9.252e+01     -0.417972   -1.0572e-04
388       9.276e+01     -0.429952   -1.1370e-04
389       9.300e+01     -0.441971   -1.2164e-04
390       9.324e+01     -0.453951   -1.2938e-04
391       9.348e+01     -0.465971   -1.3683e-04
392       9.372e+01     -0.477950   -1.4385e-04
393       9.396e+01     -0.489970   -1.5034e-04
394       9.420e+01     -0.501990   -1.5614e-04
395       9.444e+01     -0.513969   -1.6119e-04
396       9.468e+01     -0.525989   -1.6550e-04
397       9.492e+01     -0.538009   -1.6891e-04
398       9.516e+01     -0.549988   -1.7140e-04
399       9.540e+01     -0.562008   -1.7304e-04
400       9.564e+01     -0.573988   -1.7379e-04
401       9.588e+01     -0.586007   -1.7370e-04
402       9.612e+01     -0.597987   -1.7281e-04
403       9.636e+01     -0.610007   -1.7132e-04
404       9.660e+01     -0.621986   -1.6913e-04
405       9.684e+01     -0.634006   -1.6641e-04
406       9.708e+01     -0.646026   -1.6326e-04
407       9.732e+01     -0.658045   -1.5964e-04
408       9.756e+01     -0.670025   -1.5586e-04
409       9.780e+01     -0.676654   -1.4680e-04
410       9.804e+01     -0.665952   -1.3008e-04
411       9.828e+01     -0.653932   -1.1834e-04
412       9.852e+01     -0.641953   -1.0884e-04
413       9.876e+01     -0.629933   -1.0056e-04
414       9.900e+01     -0.617953   -9.3200e-05
415       9.924e+01     -0.605934   -8.6526e-05
416       9.948e+01     -0.593954   -8.0408e-05
417       9.972e+01     -0.581934   -7.4724e-05
418       9.996e+01     -0.569955   -6.9471e-05
419       1.002e+02     -0.557935   -6.4479e-05
420       1.004e+02     -0.545955   -5.9847e-05
421       1.007e+02     -0.533936   -5.5367e-05
422       1.009e+02     -0.521916   -5.1179e-05
423       1.012e+02     -0.509896   -4.7144e-05
424       1.014e+02     -0.497917   -4.3392e-05
425       1.016e+02     -0.485897   -3.9874e-05
426       1.019e+02     -0.473917   -3.6480e-05
427       1.021e+02     -0.461898   -3.3281e-05
428       1.024e+02     -0.449918   -3.0285e-05
429       1.026e+02     -0.437898   -2.7435e-05
430       1.028e+02     -0.425919   -2.4780e-05
431       1.031e+02     -0.413899   -2.2277e-05
432       1.033e+02     -0.401919   -2.0042e-05
433       1.036e+02     -0.389900   -1.7858e-05
434       1.038e+02     -0.377880   -1.5863e-05
435       1.040e+02     -0.365860   -1.4033e-05
436       1.043e+02     -0.353881   -1.2280e-05
437       1.045e+02     -0.341861   -1.0756e-05
438       1.048e+02     -0.329881   -9.3568e-06
439       1.050e+02     -0.317862   -8.0957e-06
440       1.052e+02     -0.305882   -6.8675e-06
441       1.055e+02     -0.293862   -5.7893e-06
442       1.057e+02     -0.281882   -4.8671e-06
443       1.060e+02     -0.269863   -3.8995e-06
444       1.062e+02     -0.257843   -3.0979e-06
445       1.064e+02     -0.245864   -2.3840e-06
446       1.067e+02     -0.233844   -1.7363e-06
447       1.069e+02     -0.221824   -1.1454e-06
448       1.072e+02     -0.209845   -5.5345e-07
449       1.074e+02     -0.197825   -6.8871e-08
450       1.076e+02     -0.185845    4.2098e-07
451       1.079e+02     -0.173826    9.4687e-07
452       1.081e+02     -0.161846    1.3609e-06
453       1.084e+02     -0.149826    1.8659e-06
454       1.086e+02     -0.137846    2.5251e-06
455       1.088e+02     -0.125827    3.2205e-06
456       1.091e+02     -0.113807    4.1169e-06
457       1.093e+02     -0.101827    5.1505e-06
458       1.096e+02     -0.089808    6.3988e-06
459       1.098e+02     -0.077788    8.0461e-06
460       1.100e+02     -0.065808    1.0039e-05
461       1.103e+02     -0.053789    1.2504e-05
462       1.105e+02     -0.041809    1.5330e-05
463       1.108e+02     -0.029789    1.8432e-05
464       1.110e+02     -0.017810    2.1579e-05
465       1.112e+02     -0.005790    2.4678e-05
466       1.115e+02      0.006190    2.7142e-05
467       1.117e+02      0.018209    2.9197e-05
468       1.120e+02      0.030229    3.0668e-05
469       1.122e+02      0.042209    3.1682e-05
470       1.124e+02      0.054228    3.2590e-05
471       1.127e+02      0.066248    3.3654e-05
472       1.129e+02      0.078228    3.4980e-05
473       1.132e+02      0.090247    3.6688e-05
474       1.134e+02      0.102227    3.8805e-05
475       1.136e+02      0.114247    4.1339e-05
476       1.139e+02      0.126226    4.4295e-05
477       1.141e+02      0.138246    4.7664e-05
478       1.144e+02      0.150226    5.1390e-05
479       1.146e+02      0.162245    5.5509e-05
480       1.148e+02      0.174265    6.0283e-05
481       1.151e+02      0.186285    6.5499e-05
482       1.153e+02      0.198264    7.1354e-05
483       1.156e+02      0.210284    7.7855e-05
484       1.158e+02      0.222264    8.5160e-05
485       1.160e+02      0.234283    9.3355e-05
486       1.163e+02      0.246263    1.0250e-04
487       1.165e+02      0.258283    1.1281e-04
488       1.168e+02      0.270262    1.2450e-04
489       1.170e+02      0.282282    1.3759e-04
490       1.172e+02      0.294262    1.5225e-04
491       1.175e+02      0.306281    1.6870e-04
492       1.177e+02      0.318301    1.8675e-04
493       1.180e+02      0.330321    2.0656e-04
494       1.182e+02      0.342300    2.2815e-04
495       1.184e+02      0.354320    2.5170e-04
496       1.187e+02      0.366300    2.7699e-04
497       1.189e+02      0.378319    3.0438e-04
498       1.192e+02      0.390299    3.3376e-04
499       1.194e+02      0.402319    3.6525e-04
500       1.196e+02      0.414298    3.9872e-04
501       1.199e+02      0.426318    4.3440e-04
502       1.201e+02      0.438338    4.7198e-04
503       1.204e+02      0.450317    5.1156e-04
504       1.206e+02      0.462337    5.5268e-04
505       1.208e+02      0.474357    5.9528e-04
506       1.211e+02      0.486336    6.3886e-04
507       1.213e+02      0.498356    6.8323e-04
508       1.216e+02      0.510336    7.2771e-04
509       1.218e+02      0.517004    7.4108e-04
510       1.220e+02      0.506302    6.6262e-04
511       1.223e+02      0.494283    5.9181e-04
512       1.225e+02      0.482263    5.3155e-04
513       1.228e+02      0.470283    4.7872e-04
514       1.230e+02      0.458264    4.3219e-04
515       1.232e+02      0.446244    3.9059e-04
516       1.235e+02      0.434264    3.5353e-04
517       1.237e+02      0.422245    3.2012e-04
518       1.240e+02      0.410265    2.9007e-04
519       1.242e+02      0.398246    2.6301e-04
520       1.244e+02      0.386266    2.3847e-04
521       1.247e+02      0.374246    2.1616e-04
522       1.249e+02      0.362266    1.9605e-04
523       1.252e+02      0.350247    1.7766e-04
524       1.254e+02      0.338227    1.6088e-04
525       1.256e+02      0.326247    1.4565e-04
526       1.259e+02      0.314228    1.3190e-04
527       1.261e+02      0.302208    1.1931e-04
528       1.264e+02      0.290228    1.0807e-04
529       1.266e+02      0.278209    9.7890e-05
530       1.268e+02      0.266229    8.8935e-05
531       1.271e+02      0.254209    8.0917e-05
532       1.273e+02      0.242230    7.3819e-05
533       1.276e+02      0.230210    6.7367e-05
534       1.278e+02      0.218230    6.1640e-05
535       1.280e+02      0.206211    5.6424e-05
536       1.283e+02      0.194191    5.1698e-05
537       1.285e+02      0.182171    4.7318e-05
538       1.288e+02      0.170192    4.3328e-05
539       1.290e+02      0.158172    3.9687e-05
540       1.292e+02      0.146192    3.6292e-05
541       1.295e+02      0.134173    3.3121e-05
542       1.297e+02      0.122193    3.0106e-05
543       1.300e+02      0.110173    2.7219e-05
544       1.302e+02      0.098194    2.4362e-05
545       1.304e+02      0.086174    2.1579e-05
546       1.307e+02      0.074194    1.8751e-05
547       1.309e+02      0.062175    1.5749e-05
548       1.312e+02      0.050155    1.2534e-05
549       1.314e+02      0.038135    9.0124e-06
550       1.316e+02      0.026156    5.2968e-06
551       1.319e+02      0.014136    1.2720e-06
552       1.321e+02      0.002156   -2.6294e-06
553       1.324e+02     -0.009863   -6.4135e-06
554       1.326e+02     -0.021843   -9.8652e-06
555       1.328e+02     -0.033863   -1.2649e-05
556       1.331e+02     -0.045842   -1.4562e-05
557       1.333e+02     -0.057862   -1.5571e-05
558       1.336e+02     -0.069842   -1.5657e-05
559       1.338e+02     -0.081861   -1.5179e-05
560       1.340e+02     -0.093881   -1.4476e-05
561       1.343e+02     -0.105901   -1.3833e-05
562       1.345e+02     -0.117880   -1.3514e-05
563       1.348e+02     -0.129900   -1.3373e-05
564       1.350e+02     -0.141880   -1.3689e-05
565       1.352e+02     -0.153899   -1.4207e-05
566       1.355e+02     -0.165879   -1.4898e-05
567       1.357e+02     -0.177899   -1.5798e-05
568       1.360e+02     -0.189878   -1.6884e-05
569       1.362e+02     -0.201898   -1.8272e-05
570       1.364e+02     -0.213918   -1.9900e-05
571       1.367e+02     -0.225897   -2.1756e-05
572       1.369e+02     -0.237917   -2.3960e-05
573       1.372e+02     -0.249937   -2.6468e-05
574       1.374e+02     -0.261916   -2.9328e-05
575       1.376e+02     -0.273936   -3.2595e-05
576       1.379e+02     -0.285916   -3.6209e-05
577       1.381e+02     -0.297935   -4.0309e-05
578       1.384e+02     -0.309915   -4.4909e-05
579       1.386e+02     -0.321935   -4.9872e-05
580       1.388e+02     -0.333914   -5.5327e-05
581       1.391e+02     -0.345934   -6.1307e-05
582       1.393e+02     -0.357954   -6.7641e-05
583       1.396e+02     -0.369933   -7.4456e-05
584       1.398e+02     -0.381953   -8.1629e-05
585       1.400e+02     -0.393973   -8.9127e-05
586       1.403e+02     -0.405952   -9.6757e-05
587       1.405e+02     -0.417972   -1.0466e-04
588       1.408e+02     -0.429952   -1.1251e-04
589       1.410e+02     -0.441971   -1.2040e-04
590       1.412e+02     -0.453951   -1.2807e-04
591       1.415e+02     -0.465971   -1.3547e-04
592       1.417e+02     -0.477950   -1.4241e-04
593       1.420e+02     -0.489970   -1.4879e-04
594       1.422e+02     -0.501990   -1.5447e-04
595       1.424e+02     -0.513969   -1.5953e-04
596       1.427e+02     -0.525989   -1.6371e-04
597       1.429e+02     -0.538009   -1.6706e-04
598       1.432e+02     -0.549988   -1.6952e-04
599       1.434e+02     -0.562008   -1.7116e-04
600       1.436e+02     -0.573988   -1.7193e-04
