File............: cv_5_4cycles - JUL,08.2025
System..........: 
Temperature.....: -0.1+-0.1C
Time............: 14:12:35-13:55:54
Slewrate........: 50mV/s
Comment.........: 
                   
                   
                   
                   
Electr.area/sqcm: 
Reference.......: -0.0800244,  0.3194589 PO/PF -2,-2004
Lines:   150
Columns: 3
Number     Time/s     Potential/V    Current/A 
42        9.720e+00     -0.281882    3.9089e-07
43        9.960e+00     -0.269863    3.6049e-07
44        1.020e+01     -0.257843    3.6185e-07
45        1.044e+01     -0.245864    3.7584e-07
46        1.068e+01     -0.233844    4.1330e-07
47        1.092e+01     -0.221824    3.4741e-07
48        1.116e+01     -0.209845    4.1319e-07
49        1.140e+01     -0.197825    3.8737e-07
50        1.164e+01     -0.185845    3.7913e-07
51        1.188e+01     -0.173826    4.1416e-07
52        1.212e+01     -0.161846    4.0040e-07
53        1.236e+01     -0.149826    4.5408e-07
54        1.260e+01     -0.137846    4.3069e-07
55        1.284e+01     -0.125827    4.5436e-07
56        1.308e+01     -0.113807    4.6141e-07
57        1.332e+01     -0.101788    4.3735e-07
58        1.356e+01     -0.089808    4.5539e-07
59        1.380e+01     -0.077788    4.4346e-07
60        1.404e+01     -0.065808    4.3936e-07
61        1.428e+01     -0.053789    4.4293e-07
62        1.452e+01     -0.041809    4.8726e-07
63        1.476e+01     -0.029789    5.0929e-07
64        1.500e+01     -0.017810    5.2916e-07
65        1.524e+01     -0.005790    4.4990e-07
66        1.548e+01      0.006190    3.5044e-07
67        1.572e+01      0.018209    4.1108e-07
68        1.596e+01      0.030229    4.3434e-07
69        1.620e+01      0.042248    3.8328e-07
70        1.644e+01      0.054228    3.9155e-07
71        1.668e+01      0.066248    4.0622e-07
72        1.692e+01      0.078228    3.5085e-07
73        1.716e+01      0.090247    3.7157e-07
74        1.740e+01      0.102227    3.4497e-07
75        1.764e+01      0.114247    3.0632e-07
76        1.788e+01      0.126226    3.4487e-07
77        1.812e+01      0.138246    3.6569e-07
78        1.836e+01      0.150226    3.6948e-07
79        1.860e+01      0.162245    3.3796e-07
80        1.884e+01      0.174265    3.6831e-07
81        1.908e+01      0.186285    3.8765e-07
82        1.932e+01      0.198264    4.2197e-07
83        1.956e+01      0.210284    3.3723e-07
84        1.980e+01      0.222264    4.0361e-07
85        2.004e+01      0.234283    3.7282e-07
86        2.028e+01      0.246263    3.6025e-07
87        2.052e+01      0.258283    3.9759e-07
88        2.076e+01      0.270262    3.3839e-07
89        2.100e+01      0.282282    4.0432e-07
90        2.124e+01      0.294262    4.3452e-07
91        2.148e+01      0.306281    3.5300e-07
92        2.172e+01      0.318301    3.9884e-07
93        2.196e+01      0.330321    3.0474e-07
94        2.220e+01      0.342300    3.6890e-07
95        2.244e+01      0.354320    3.1891e-07
96        2.268e+01      0.366300    3.5241e-07
97        2.292e+01      0.378319    3.0699e-07
98        2.316e+01      0.390299    2.9418e-07
99        2.340e+01      0.402319    3.3665e-07
100       2.364e+01      0.414298    3.3348e-07
101       2.388e+01      0.426318    3.6232e-07
102       2.412e+01      0.438298    4.5287e-07
103       2.436e+01      0.450317    4.8100e-07
104       2.460e+01      0.462337    4.6526e-07
105       2.484e+01      0.474357    4.2445e-07
106       2.508e+01      0.486336    4.6692e-07
107       2.532e+01      0.498356    4.4747e-07
108       2.556e+01      0.510336    4.6149e-07
109       2.580e+01      0.517004    4.4644e-07
110       2.604e+01      0.506302    4.6443e-07
111       2.628e+01      0.494283    4.3515e-07
112       2.652e+01      0.482263    4.6919e-07
113       2.676e+01      0.470283    4.5418e-07
114       2.700e+01      0.458264    4.0886e-07
115       2.724e+01      0.446244    4.3628e-07
116       2.748e+01      0.434264    4.5398e-07
117       2.772e+01      0.422245    4.4798e-07
118       2.796e+01      0.410265    4.1346e-07
119       2.820e+01      0.398246    4.2531e-07
120       2.844e+01      0.386266    4.0994e-07
121       2.868e+01      0.374246    4.1859e-07
122       2.892e+01      0.362266    4.6136e-07
123       2.916e+01      0.350247    4.4513e-07
124       2.940e+01      0.338227    4.3640e-07
125       2.964e+01      0.326208    4.4875e-07
126       2.988e+01      0.314228    4.2488e-07
127       3.012e+01      0.302208    4.5893e-07
128       3.036e+01      0.290228    4.7070e-07
129       3.060e+01      0.278209    4.4830e-07
130       3.084e+01      0.266229    4.4124e-07
131       3.108e+01      0.254209    4.2802e-07
132       3.132e+01      0.242230    4.6504e-07
133       3.156e+01      0.230210    4.2133e-07
134       3.180e+01      0.218230    4.5315e-07
135       3.204e+01      0.206211    4.3980e-07
136       3.228e+01      0.194191    4.4379e-07
137       3.252e+01      0.182211    3.8297e-07
138       3.276e+01      0.170192    3.6081e-07
139       3.300e+01      0.158172    4.1226e-07
140       3.324e+01      0.146192    3.8567e-07
141       3.348e+01      0.134173    3.4067e-07
142       3.372e+01      0.122193    3.3913e-07
143       3.396e+01      0.110173    3.5938e-07
144       3.420e+01      0.098194    3.5442e-07
145       3.444e+01      0.086174    3.0807e-07
146       3.468e+01      0.074194    3.9134e-07
147       3.492e+01      0.062175    3.2298e-07
148       3.516e+01      0.050155    3.6502e-07
149       3.540e+01      0.038135    3.4350e-07
150       3.564e+01      0.026156    3.2181e-07

