File............: cv_8_4cyclesB - JUL,08.2025
System..........: 
Temperature.....: -0.1+-0.0C
Time............: 14:18:42-13:55:54
Slewrate........: 50mV/s
Comment.........: 
                   
                   
                   
                   
Electr.area/sqcm: 
Reference.......: -0.0800244,  0.3194589 PO/PF -2,-2004
Lines:   283
Columns: 3
Number     Time/s     Potential/V    Current/A 
84        1.980e+01      0.222264    3.9307e-07
85        2.004e+01      0.234283    3.7715e-07
86        2.028e+01      0.246263    3.4677e-07
87        2.052e+01      0.258283    4.0228e-07
88        2.076e+01      0.270262    3.5385e-07
89        2.100e+01      0.282282    3.9164e-07
90        2.124e+01      0.294262    3.5918e-07
91        2.148e+01      0.306281    3.4697e-07
92        2.172e+01      0.318301    3.5597e-07
93        2.196e+01      0.330321    3.8779e-07
94        2.220e+01      0.342300    3.5016e-07
95        2.244e+01      0.354320    4.0238e-07
96        2.268e+01      0.366300    3.7585e-07
97        2.292e+01      0.378319    3.3494e-07
98        2.316e+01      0.390299    3.3481e-07
99        2.340e+01      0.402319    3.2129e-07
100       2.364e+01      0.414298    3.8605e-07
101       2.388e+01      0.426318    3.9721e-07
102       2.412e+01      0.438338    3.5144e-07
103       2.436e+01      0.450317    3.1938e-07
104       2.460e+01      0.462337    3.5794e-07
105       2.484e+01      0.474357    3.8831e-07
106       2.508e+01      0.486336    3.6122e-07
107       2.532e+01      0.498356    3.9472e-07
108       2.556e+01      0.510336    3.6824e-07
109       2.580e+01      0.517004    3.9510e-07
110       2.604e+01      0.506302    3.9099e-07
111       2.628e+01      0.494283    3.6557e-07
112       2.652e+01      0.482263    3.7370e-07
113       2.676e+01      0.470283    3.8796e-07
114       2.700e+01      0.458264    4.0789e-07
115       2.724e+01      0.446244    4.0830e-07
116       2.748e+01      0.434264    3.8048e-07
117       2.772e+01      0.422245    3.7947e-07
118       2.796e+01      0.410265    3.5268e-07
119       2.820e+01      0.398246    3.3886e-07
120       2.844e+01      0.386266    3.6462e-07
121       2.868e+01      0.374246    3.7143e-07
122       2.892e+01      0.362266    3.5469e-07
123       2.916e+01      0.350247    3.5688e-07
124       2.940e+01      0.338227    3.5511e-07
125       2.964e+01      0.326208    3.4378e-07
126       2.988e+01      0.314228    3.7813e-07
127       3.012e+01      0.302208    3.9600e-07
128       3.036e+01      0.290228    2.9399e-07
129       3.060e+01      0.278209    3.2924e-07
130       3.084e+01      0.266229    3.1680e-07
131       3.108e+01      0.254209    3.9330e-07
132       3.132e+01      0.242230    4.0212e-07
133       3.156e+01      0.230210    3.0862e-07
134       3.180e+01      0.218230    3.6714e-07
135       3.204e+01      0.206211    3.3298e-07
136       3.228e+01      0.194191    2.9542e-07
137       3.252e+01      0.182171    3.2831e-07
138       3.276e+01      0.170192    2.9819e-07
139       3.300e+01      0.158172    2.8519e-07
140       3.324e+01      0.146192    2.9921e-07
141       3.348e+01      0.134173    3.4144e-07
142       3.372e+01      0.122193    3.6233e-07
143       3.396e+01      0.110173    3.1425e-07
144       3.420e+01      0.098194    3.6510e-07
145       3.444e+01      0.086174    3.5816e-07
146       3.468e+01      0.074194    3.4162e-07
147       3.492e+01      0.062175    2.9302e-07
148       3.516e+01      0.050155    2.9368e-07
149       3.540e+01      0.038135    3.5702e-07
150       3.564e+01      0.026156    3.4816e-07
151       3.588e+01      0.014136    2.7424e-07
152       3.612e+01      0.002156    3.3907e-07
153       3.636e+01     -0.009863    3.3488e-07
154       3.660e+01     -0.021843    3.4142e-07
155       3.684e+01     -0.033863    3.8602e-07
156       3.708e+01     -0.045842    3.8408e-07
157       3.732e+01     -0.057862    2.9227e-07
158       3.756e+01     -0.069882    3.1749e-07
159       3.780e+01     -0.081861    2.7130e-07
160       3.804e+01     -0.093881    2.9086e-07
161       3.828e+01     -0.105901    2.6529e-07
162       3.852e+01     -0.117880    2.6326e-07
163       3.876e+01     -0.129900    2.8667e-07
164       3.900e+01     -0.141880    2.7622e-07
165       3.924e+01     -0.153899    3.1821e-07
166       3.948e+01     -0.165879    2.7327e-07
167       3.972e+01     -0.177899    2.7680e-07
168       3.996e+01     -0.189878    3.0439e-07
169       4.020e+01     -0.201898    2.4191e-07
170       4.044e+01     -0.213918    2.9086e-07
171       4.068e+01     -0.225897    2.2237e-07
172       4.092e+01     -0.237917    2.4600e-07
173       4.116e+01     -0.249937    2.0597e-07
174       4.140e+01     -0.261916    2.2431e-07
175       4.164e+01     -0.273936    2.4411e-07
176       4.188e+01     -0.285916    2.4022e-07
177       4.212e+01     -0.297935    2.3912e-07
178       4.236e+01     -0.309915    2.3692e-07
179       4.260e+01     -0.321935    2.3538e-07
180       4.284e+01     -0.333914    3.0430e-07
181       4.308e+01     -0.345934    3.1846e-07
182       4.332e+01     -0.357954    2.9982e-07
183       4.356e+01     -0.369933    3.6239e-07
184       4.380e+01     -0.381953    3.0876e-07
185       4.404e+01     -0.393973    3.0843e-07
186       4.428e+01     -0.405952    3.3954e-07
187       4.452e+01     -0.417972    3.5134e-07
188       4.476e+01     -0.429952    3.4789e-07
189       4.500e+01     -0.441971    2.8628e-07
190       4.524e+01     -0.453951    3.1415e-07
191       4.548e+01     -0.465971    3.5459e-07
192       4.572e+01     -0.477950    3.0685e-07
193       4.596e+01     -0.489970    3.2870e-07
194       4.620e+01     -0.501990    3.2153e-07
195       4.644e+01     -0.513969    3.1846e-07
196       4.668e+01     -0.525989    3.1808e-07
197       4.692e+01     -0.538009    3.1583e-07
198       4.716e+01     -0.549988    3.1440e-07
199       4.740e+01     -0.562008    2.8539e-07
200       4.764e+01     -0.573988    2.6509e-07
201       4.788e+01     -0.586007    3.1569e-07
202       4.812e+01     -0.597987    2.9238e-07
203       4.836e+01     -0.610007    2.5215e-07
204       4.860e+01     -0.621986    2.8574e-07
205       4.884e+01     -0.634006    3.4524e-07
206       4.908e+01     -0.646026    3.3444e-07
207       4.932e+01     -0.658045    3.4877e-07
208       4.956e+01     -0.670025    3.5860e-07
209       4.980e+01     -0.676654    3.4666e-07
210       5.004e+01     -0.665952    3.9791e-07
211       5.028e+01     -0.653932    3.7868e-07
212       5.052e+01     -0.641953    4.0444e-07
213       5.076e+01     -0.629933    3.7004e-07
214       5.100e+01     -0.617953    3.9829e-07
215       5.124e+01     -0.605934    3.7466e-07
216       5.148e+01     -0.593954    3.4443e-07
217       5.172e+01     -0.581934    4.2792e-07
218       5.196e+01     -0.569955    3.6465e-07
219       5.220e+01     -0.557935    3.9417e-07
220       5.244e+01     -0.545955    3.8391e-07
221       5.268e+01     -0.533936    3.5622e-07
222       5.292e+01     -0.521916    3.3542e-07
223       5.316e+01     -0.509896    3.5709e-07
224       5.340e+01     -0.497917    3.6302e-07
225       5.364e+01     -0.485897    3.4981e-07
226       5.388e+01     -0.473917    3.6029e-07
227       5.412e+01     -0.461898    3.4704e-07
228       5.436e+01     -0.449918    3.8225e-07
229       5.460e+01     -0.437898    4.1194e-07
230       5.484e+01     -0.425919    3.7336e-07
231       5.508e+01     -0.413899    3.6114e-07
232       5.532e+01     -0.401879    3.8003e-07
233       5.556e+01     -0.389900    3.4170e-07
234       5.580e+01     -0.377880    3.4723e-07
235       5.604e+01     -0.365860    3.7435e-07
236       5.628e+01     -0.353881    3.9366e-07
237       5.652e+01     -0.341861    3.5691e-07
238       5.676e+01     -0.329881    4.0378e-07
239       5.700e+01     -0.317862    4.2006e-07
240       5.724e+01     -0.305882    3.7588e-07
241       5.748e+01     -0.293862    4.2311e-07
242       5.772e+01     -0.281882    4.3567e-07
243       5.796e+01     -0.269863    4.9437e-07
244       5.820e+01     -0.257843    4.4760e-07
245       5.844e+01     -0.245864    4.5412e-07
246       5.868e+01     -0.233844    4.5724e-07
247       5.892e+01     -0.221824    5.1761e-07
248       5.916e+01     -0.209845    4.7952e-07
249       5.940e+01     -0.197825    4.6582e-07
250       5.964e+01     -0.185845    4.6868e-07
251       5.988e+01     -0.173826    4.3038e-07
252       6.012e+01     -0.161846    4.5218e-07
253       6.036e+01     -0.149826    4.9880e-07
254       6.060e+01     -0.137846    4.4037e-07
255       6.084e+01     -0.125827    4.4885e-07
256       6.108e+01     -0.113807    4.5932e-07
257       6.132e+01     -0.101827    4.8060e-07
258       6.156e+01     -0.089808    5.1450e-07
259       6.180e+01     -0.077788    4.6802e-07
260       6.204e+01     -0.065808    5.1635e-07
261       6.228e+01     -0.053789    4.6511e-07
262       6.252e+01     -0.041809    5.0127e-07
263       6.276e+01     -0.029789    5.2408e-07
264       6.300e+01     -0.017810    5.2589e-07
265       6.324e+01     -0.005790    4.7768e-07
266       6.348e+01      0.006190    4.3828e-07
267       6.372e+01      0.018209    4.8341e-07
268       6.396e+01      0.030229    5.2151e-07
269       6.420e+01      0.042248    4.3042e-07
270       6.444e+01      0.054228    4.9708e-07
271       6.468e+01      0.066248    4.9783e-07
272       6.492e+01      0.078228    4.6342e-07
273       6.516e+01      0.090247    4.7889e-07
274       6.540e+01      0.102227    5.1888e-07
275       6.564e+01      0.114247    4.6360e-07
276       6.588e+01      0.126226    4.2045e-07
277       6.612e+01      0.138246    4.2331e-07
278       6.636e+01      0.150226    5.1280e-07
279       6.660e+01      0.162245    4.4105e-07
280       6.684e+01      0.174265    4.2751e-07
281       6.708e+01      0.186285    4.0432e-07
282       6.732e+01      0.198264    4.3418e-07
283       6.756e+01      0.210284    4.4849e-07

