File............: cv_9_4cycles_c - JUL,08.2025
System..........: 
Temperature.....: -0.1+-0.0C
Time............: 14:21:25-13:55:54
Slewrate........: 50mV/s
Comment.........: 
                   
                   
                   
                   
Electr.area/sqcm: 
Reference.......: -0.0800244,  0.3194589 PO/PF -2,-2004
Lines:   174
Columns: 3
Number     Time/s     Potential/V    Current/A 
75        1.764e+01      0.114247    1.0872e-07
76        1.788e+01      0.126226    1.1592e-07
77        1.812e+01      0.138246    7.9588e-08
78        1.836e+01      0.150226    1.5019e-07
79        1.860e+01      0.162245    1.3359e-07
80        1.884e+01      0.174265    1.3137e-07
81        1.908e+01      0.186285    1.3958e-07
82        1.932e+01      0.198264    1.2582e-07
83        1.956e+01      0.210284    1.2350e-07
84        1.980e+01      0.222264    1.2003e-07
85        2.004e+01      0.234283    1.7951e-07
86        2.028e+01      0.246263    1.0524e-07
87        2.052e+01      0.258283    1.7885e-07
88        2.076e+01      0.270262    1.3001e-07
89        2.100e+01      0.282282    1.4279e-07
90        2.124e+01      0.294262    1.2585e-07
91        2.148e+01      0.306281    1.7280e-07
92        2.172e+01      0.318301    1.8805e-07
93        2.196e+01      0.330321    5.8629e-08
94        2.220e+01      0.342300    1.0553e-07
95        2.244e+01      0.354320    1.1822e-07
96        2.268e+01      0.366300    7.7990e-08
97        2.292e+01      0.378319    1.3376e-07
98        2.316e+01      0.390299    1.3066e-07
99        2.340e+01      0.402319    1.3166e-07
100       2.364e+01      0.414298    9.1973e-08
101       2.388e+01      0.426318    1.4637e-07
102       2.412e+01      0.438298    1.5360e-07
103       2.436e+01      0.450317    1.3582e-07
104       2.460e+01      0.462337    1.6856e-07
105       2.484e+01      0.474357    2.2345e-07
106       2.508e+01      0.486336    2.4289e-07
107       2.532e+01      0.498356    1.5065e-07
108       2.556e+01      0.510336    1.6666e-07
109       2.580e+01      0.517004    1.4414e-07
110       2.604e+01      0.506302    2.0839e-07
111       2.628e+01      0.494283    1.3261e-07
112       2.652e+01      0.482263    1.9539e-07
113       2.676e+01      0.470283    1.4139e-07
114       2.700e+01      0.458264    1.8269e-07
115       2.724e+01      0.446244    2.3296e-07
116       2.748e+01      0.434264    1.6045e-07
117       2.772e+01      0.422245    1.6021e-07
118       2.796e+01      0.410265    2.0440e-07
119       2.820e+01      0.398246    1.8688e-07
120       2.844e+01      0.386266    1.6860e-07
121       2.868e+01      0.374246    1.0273e-07
122       2.892e+01      0.362266    1.5736e-07
123       2.916e+01      0.350247    1.6579e-07
124       2.940e+01      0.338227    1.6156e-07
125       2.964e+01      0.326247    1.6864e-07
126       2.988e+01      0.314228    3.0129e-07
127       3.012e+01      0.302208    2.4603e-07
128       3.036e+01      0.290228    2.0232e-07
129       3.060e+01      0.278209    1.8573e-07
130       3.084e+01      0.266229    1.7466e-07
131       3.108e+01      0.254209    1.7426e-07
132       3.132e+01      0.242230    2.0303e-07
133       3.156e+01      0.230210    1.6550e-07
134       3.180e+01      0.218230    1.3606e-07
135       3.204e+01      0.206211    1.4430e-07
136       3.228e+01      0.194191    1.8255e-07
137       3.252e+01      0.182171    1.9060e-07
138       3.276e+01      0.170192    1.6569e-07
139       3.300e+01      0.158172    2.2603e-07
140       3.324e+01      0.146192    2.2971e-07
141       3.348e+01      0.134173    1.4681e-07
142       3.372e+01      0.122193    1.6371e-07
143       3.396e+01      0.110173    1.4207e-07
144       3.420e+01      0.098194    1.5739e-07
145       3.444e+01      0.086174    1.4619e-07
146       3.468e+01      0.074194    1.8974e-07
147       3.492e+01      0.062175    1.8287e-07
148       3.516e+01      0.050155    1.5644e-07
149       3.540e+01      0.038135    1.3151e-07
150       3.564e+01      0.026156    1.3237e-07
151       3.588e+01      0.014136    5.6422e-08
152       3.612e+01      0.002156    1.2904e-07
153       3.636e+01     -0.009863    2.6980e-07
154       3.660e+01     -0.021843    2.7260e-07
155       3.684e+01     -0.033863    3.0399e-07
156       3.708e+01     -0.045842    2.7806e-07
157       3.732e+01     -0.057862    2.0082e-07
158       3.756e+01     -0.069842    2.1661e-07
159       3.780e+01     -0.081861    2.1456e-07
160       3.804e+01     -0.093881    2.2706e-07
161       3.828e+01     -0.105901    2.7955e-07
162       3.852e+01     -0.117880    2.1750e-07
163       3.876e+01     -0.129900    2.1633e-07
164       3.900e+01     -0.141880    2.4365e-07
165       3.924e+01     -0.153899    1.6038e-07
166       3.948e+01     -0.165879    2.6329e-07
167       3.972e+01     -0.177899    2.2464e-07
168       3.996e+01     -0.189878    1.6884e-07
169       4.020e+01     -0.201898    1.7984e-07
170       4.044e+01     -0.213918    1.8524e-07
171       4.068e+01     -0.225897    2.0910e-07
172       4.092e+01     -0.237917    1.9085e-07
173       4.116e+01     -0.249937    2.4189e-07
174       4.140e+01     -0.261916    1.9752e-07

